id,author,description,guid,to,likecount,link,pubdate,replycount,title,authorChannelUrl,;;
"752,""Desnaeni tyas"",""Proud of you luvv ♥️ jan lupa tempe tepung nasi boncabe teri jam 12 malam wkwkw"",""Ugw_W3-v6iIzJt6zZzB4AaABAg"","""",5,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugw_W3-v6iIzJt6zZzB4AaABAg"",""2020-11-26 08:40:33"",3,""Proud of you luvv ♥️ jan lupa tempe tepung nasi boncabe teri jam 12 malam wkwkw"",""http://www.youtube.com/channel/UC-qBosi0co76AiJoOwsD-bw"",";;
"753,""Vind Kipin"",""@Yuna Candra boleh cek instagram kak disana lengkap 😍"",""Ugw_W3-v6iIzJt6zZzB4AaABAg.9GX5C8Ygngo9HEkM_yOWpw"",""Desnaeni tyas"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugw_W3-v6iIzJt6zZzB4AaABAg.9GX5C8Ygngo9HEkM_yOWpw"",""2020-12-14 02:14:47"",0,""@Yuna Candra boleh cek instagram kak disana lengkap 😍"",""http://www.youtube.com/channel/UCXcHQPH3mRUTv75BhsDCixg"",";;
"754,""Yuna Candra"",""@Vind Kipin kak boleh donk,dishare menu makannya"",""Ugw_W3-v6iIzJt6zZzB4AaABAg.9GX5C8Ygngo9H7anw74YLg"",""Desnaeni tyas"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugw_W3-v6iIzJt6zZzB4AaABAg.9GX5C8Ygngo9H7anw74YLg"",""2020-12-11 07:36:36"",0,""@Vind Kipin kak boleh donk,dishare menu makannya"",""http://www.youtube.com/channel/UCV1wsAdlSLM-JGKLVEci8Ww"",";;
"755,""Vind Kipin"",""Ada dedek di sini, 😘😘"",""Ugw_W3-v6iIzJt6zZzB4AaABAg.9GX5C8Ygngo9Gn5Tof1_qR"",""Desnaeni tyas"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugw_W3-v6iIzJt6zZzB4AaABAg.9GX5C8Ygngo9Gn5Tof1_qR"",""2020-12-02 23:10:03"",0,""Ada dedek di sini, 😘😘"",""http://www.youtube.com/channel/UCXcHQPH3mRUTv75BhsDCixg"",";;
"756,""Khilya Nafisa Rahmah"",""Keliatan mudan bangett, bisa turun segitu"",""UgxwRt-U40XIUQmTjRR4AaABAg"","""",8,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgxwRt-U40XIUQmTjRR4AaABAg"",""2020-11-26 08:18:11"",0,""Keliatan mudan bangett, bisa turun segitu"",""http://www.youtube.com/channel/UCU5j8V3RlPevnb5z4jtI-zA"",";;
"757,""Irene Tambunan"",""Semangad yokkk para pejuang hidup sehat... inget yg pertama kali harus d ubah mindset kita, kurus mah bonus... berproses bareng yukkkk... Puji Tuhan sejak agustus lagi berproses udah kurang 26kg PR nya masih banyak banget makanya harus berproses dg menyenangkan biar gak kepaksa 😉"",""UgzpqZ3EziA8CXJjvQl4AaABAg"","""",1,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgzpqZ3EziA8CXJjvQl4AaABAg"",""2020-11-26 08:14:03"",0,""Semangad yokkk para pejuang hidup sehat... inget yg pertama kali harus d ubah mindset kita, kurus mah bonus... berproses bareng yukkkk... Puji Tuhan sejak agustus lagi berproses udah kurang 26kg PR nya masih banyak banget makanya harus berproses dg menyenangkan biar gak kepaksa 😉"",""http://www.youtube.com/channel/UC0KFUxLIdE7-UiDKSg6lpGQ"",";;
"758,""Nurul Khusna"",""yuk semangat yg lagi nurunin berat badan. aku dulu jg kena bullying karena berat badan, tapi semakin kesini aku udah bodo amat sama bullying dan kata-kata orang. love yourself! ❤"",""UgxInb6rH6TN5LhDtCN4AaABAg"","""",66,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgxInb6rH6TN5LhDtCN4AaABAg"",""2020-11-26 08:13:28"",1,""yuk semangat yg lagi nurunin berat badan. aku dulu jg kena bullying karena berat badan, tapi semakin kesini aku udah bodo amat sama bullying dan kata-kata orang. love yourself! ❤"",""http://www.youtube.com/channel/UCf7gSoLer2uM4YRgZGY_OXw"",";;
"759,""asilafz"",""Sama aku juga udah di titik yg gak perduli mau di katain apa tapi aku tetap berusaha diet dan berharap banget bisa turun BB cuma kalau dari omongan orang aku gak perduli"",""UgxInb6rH6TN5LhDtCN4AaABAg.9GX25st8e8Q9htIZFAmgrO"",""Nurul Khusna"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgxInb6rH6TN5LhDtCN4AaABAg.9GX25st8e8Q9htIZFAmgrO"",""2022-11-01 08:38:52"",0,""Sama aku juga udah di titik yg gak perduli mau di katain apa tapi aku tetap berusaha diet dan berharap banget bisa turun BB cuma kalau dari omongan orang aku gak perduli"",""http://www.youtube.com/channel/UC3geCTOHOKhbzG3hknL4wDg"",";;
"760,""Adinda Aulia"",""Selamat kak Vindi akhirnya sukses buat diet. Aku jg lagi proses diet nih so far jalan sebulan turun 6 kilo. Diet yg kulakukan bukan diet yg menyiksa yaa bener2 aku diet enjoy, mengatur pola makan, defisit kalori of course, olahraha seminggu 5 kali, dan kadang msh suka nyomot eskrim. Pokoknya tanamkan pada diri kamu jangan sampai dietmu menyiksa. If you wanna eat something in the middle of your diet, just do it, thats okay. Tapi tetap harus sadar diri dan nanti kembali lg ke jalan yang benar yaa. Semangaat pejuang diet"",""UgxUrBRQnikpSYvBLil4AaABAg"","""",12,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgxUrBRQnikpSYvBLil4AaABAg"",""2020-11-26 08:10:32"",3,""Selamat kak Vindi akhirnya sukses buat diet. Aku jg lagi proses diet nih so far jalan sebulan turun 6 kilo. Diet yg kulakukan bukan diet yg menyiksa yaa bener2 aku diet enjoy, mengatur pola makan, defisit kalori of course, olahraha seminggu 5 kali, dan kadang msh suka nyomot eskrim. Pokoknya tanamkan pada diri kamu jangan sampai dietmu menyiksa. If you wanna eat something in the middle of your diet, just do it, thats okay. Tapi tetap harus sadar diri dan nanti kembali lg ke jalan yang benar yaa. Semangaat pejuang diet"",""http://www.youtube.com/channel/UC2ytrtHUUEUqBAapY4xwYuA"",";;
"761,""Adinda Aulia"",""@masjid nurul hidayah hehehe ajarin gimana kak. Kalo di aku sih aku belajar dl ttg defisit kalori, bagaimana diet yg sehat itu, apa itu diet (poin penting) nah aku belajar dari berbagai sumber. Yang aku hindari dari program diet ini sudah pasti gula dan additional sweetener gt jd misal minum ya usahakan jgn ada tambahan pemanis, lbh bagusny mending minum air putih aja. Terus untuk karbo aku tidak makan nasi putih, tp diganti dg nasi merah, roti gandum, oatmeal, singkong, ubi, kentang dll. Ingat kita jg butuh karbohidrat, tp knp aku menghindari nasi putih, ya karena itu salah satu food sensitivity aku, tiap org beda2. Begitu kak"",""UgxUrBRQnikpSYvBLil4AaABAg.9GX1lJd-l4X9GYUJiqNijH"",""Adinda Aulia"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgxUrBRQnikpSYvBLil4AaABAg.9GX1lJd-l4X9GYUJiqNijH"",""2020-11-26 21:39:16"",0,""@masjid nurul hidayah hehehe ajarin gimana kak. Kalo di aku sih aku belajar dl ttg defisit kalori, bagaimana diet yg sehat itu, apa itu diet (poin penting) nah aku belajar dari berbagai sumber. Yang aku hindari dari program diet ini sudah pasti gula dan additional sweetener gt jd misal minum ya usahakan jgn ada tambahan pemanis, lbh bagusny mending minum air putih aja. Terus untuk karbo aku tidak makan nasi putih, tp diganti dg nasi merah, roti gandum, oatmeal, singkong, ubi, kentang dll. Ingat kita jg butuh karbohidrat, tp knp aku menghindari nasi putih, ya karena itu salah satu food sensitivity aku, tiap org beda2. Begitu kak"",""http://www.youtube.com/channel/UC2ytrtHUUEUqBAapY4xwYuA"",";;
"762,""masjid nurul hidayah"",""Woww hebat kak, blom sebulan udh trun 6 kg ... Ajari dong😊😊"",""UgxUrBRQnikpSYvBLil4AaABAg.9GX1lJd-l4X9GYTOk7-123"",""Adinda Aulia"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgxUrBRQnikpSYvBLil4AaABAg.9GX1lJd-l4X9GYTOk7-123"",""2020-11-26 21:31:13"",0,""Woww hebat kak, blom sebulan udh trun 6 kg ... Ajari dong😊😊"",""http://www.youtube.com/channel/UCd7hg-WaWrskF-aPp0ImCig"",";;
"763,""Cahya Aryanto"",""👈 Ayolah mampir ke channelku."",""UgxUrBRQnikpSYvBLil4AaABAg.9GX1lJd-l4X9GX6GWDNz_g"",""Adinda Aulia"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgxUrBRQnikpSYvBLil4AaABAg.9GX1lJd-l4X9GX6GWDNz_g"",""2020-11-26 08:49:52"",0,""👈 Ayolah mampir ke channelku."",""http://www.youtube.com/channel/UCjEhf1hpwQ_cLNb-pvREuhQ"",";;
"764,""Dinar Adik"",""Tb.150 Bb.62kg target turun 12kg semqngat wemoga berhasill"",""UgwQjXPENPGEZsoerdh4AaABAg"","""",15,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgwQjXPENPGEZsoerdh4AaABAg"",""2020-11-26 08:02:02"",5,""Tb.150 Bb.62kg target turun 12kg semqngat wemoga berhasill"",""http://www.youtube.com/channel/UCk-ttqIZKwJCrhSMoJB3-pg"",";;
"765,""Delvia Maharani"",""Skrg gimana kak?"",""UgwQjXPENPGEZsoerdh4AaABAg.9GX0n5o7O769OdtRLgLyhP"",""Dinar Adik"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgwQjXPENPGEZsoerdh4AaABAg.9GX0n5o7O769OdtRLgLyhP"",""2021-06-16 06:34:06"",0,""Skrg gimana kak?"",""http://www.youtube.com/channel/UClbRc36RIUKeFMfxh80TWOg"",";;
"766,""Cahya Aryanto"",""@Sisy Ulandari mampir yuk"",""UgwQjXPENPGEZsoerdh4AaABAg.9GX0n5o7O769HNMstl1zS1"",""Dinar Adik"",1,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgwQjXPENPGEZsoerdh4AaABAg.9GX0n5o7O769HNMstl1zS1"",""2020-12-17 10:34:03"",0,""@Sisy Ulandari mampir yuk"",""http://www.youtube.com/channel/UCjEhf1hpwQ_cLNb-pvREuhQ"",";;
"767,""Sisy Ulandari"",""Tb :150 Bb:49 Semangat untuk turun 5kg💪"",""UgwQjXPENPGEZsoerdh4AaABAg.9GX0n5o7O769HNKNVn_Hby"",""Dinar Adik"",1,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgwQjXPENPGEZsoerdh4AaABAg.9GX0n5o7O769HNKNVn_Hby"",""2020-12-17 10:12:09"",0,""Tb :150 Bb:49 Semangat untuk turun 5kg💪"",""http://www.youtube.com/channel/UCNJDv2SHzZKoRUeo6_8VqOA"",";;
"768,""Giska 89"",""Sama bgt ky ak sayy"",""UgwQjXPENPGEZsoerdh4AaABAg.9GX0n5o7O769GlaF-CjSJK"",""Dinar Adik"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgwQjXPENPGEZsoerdh4AaABAg.9GX0n5o7O769GlaF-CjSJK"",""2020-12-02 09:09:09"",0,""Sama bgt ky ak sayy"",""http://www.youtube.com/channel/UC2ulwVrjxUve6FF1CilFMsQ"",";;
"769,""Cahya Aryanto"",""👈 Ayolah mampir ke channelku.."",""UgwQjXPENPGEZsoerdh4AaABAg.9GX0n5o7O769GX6q361LO5"",""Dinar Adik"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgwQjXPENPGEZsoerdh4AaABAg.9GX0n5o7O769GX6q361LO5"",""2020-11-26 08:54:52"",0,""👈 Ayolah mampir ke channelku.."",""http://www.youtube.com/channel/UCjEhf1hpwQ_cLNb-pvREuhQ"",";;
"770,""Lisa Rodiah"",""Cara ngerespon orang yang suka bully : """"Kaya ada orang ngomong. Kok ga ada ya orangnya."""""",""UgwWNdmXKSfkg3IlfKB4AaABAg"","""",10,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgwWNdmXKSfkg3IlfKB4AaABAg"",""2020-11-26 07:59:06"",2,""Cara ngerespon orang yang suka bully : """"Kaya ada orang ngomong. Kok ga ada ya orangnya."""""",""http://www.youtube.com/channel/UC5LhKCETcEnCZ_erg15JD7A"",";;
"771,""Cahya Aryanto"",""👈 Ayolah mampir ke channelku."",""UgwWNdmXKSfkg3IlfKB4AaABAg.9GX0SYIqPvv9GX6c_wZzfk"",""Lisa Rodiah"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgwWNdmXKSfkg3IlfKB4AaABAg.9GX0SYIqPvv9GX6c_wZzfk"",""2020-11-26 08:53:01"",0,""👈 Ayolah mampir ke channelku."",""http://www.youtube.com/channel/UCjEhf1hpwQ_cLNb-pvREuhQ"",";;
"772,""Vind Kipin"",""Jawaban keren 🥺🥺"",""UgwWNdmXKSfkg3IlfKB4AaABAg.9GX0SYIqPvv9GX2sLz1hSV"",""Lisa Rodiah"",3,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgwWNdmXKSfkg3IlfKB4AaABAg.9GX0SYIqPvv9GX2sLz1hSV"",""2020-11-26 08:20:14"",0,""Jawaban keren 🥺🥺"",""http://www.youtube.com/channel/UCXcHQPH3mRUTv75BhsDCixg"",";;
"773,""AniSetya"",""Mantap, termotivasi aku...makasih😊"",""UgxecMucSKmiitsz__V4AaABAg"","""",3,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgxecMucSKmiitsz__V4AaABAg"",""2020-11-26 07:44:50"",0,""Mantap, termotivasi aku...makasih😊"",""http://www.youtube.com/channel/UCZ8Pt1yZJcBSVeZMhxMMtag"",";;
"774,""Novi Andriani"",""Kak,kalo kita senam aerobik bagus nya di lakun kapan ya ? Selain pagi hari"",""UgyiazV5EjZ9JeSAenx4AaABAg"","""",7,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgyiazV5EjZ9JeSAenx4AaABAg"",""2020-11-26 07:43:48"",2,""Kak,kalo kita senam aerobik bagus nya di lakun kapan ya ? Selain pagi hari"",""http://www.youtube.com/channel/UCRFm1rzAxaTYCXb3aXfaB0g"",";;
"775,""Intan Nurani"",""Aku 2x pagi dan MLM biar nyenyak tidur sambil intermitten fasting yg 20/4dah pasti defisit kalori itu mah 👍ttp dikontrol mikronutrien Karbo lemak protein yg kita santap..ga ad 2 Minggu udh turun 2 kg.."",""UgyiazV5EjZ9JeSAenx4AaABAg.9GWzhXYK6Bk9U3L4toApAA"",""Novi Andriani"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgyiazV5EjZ9JeSAenx4AaABAg.9GWzhXYK6Bk9U3L4toApAA"",""2021-10-28 19:41:40"",0,""Aku 2x pagi dan MLM biar nyenyak tidur sambil intermitten fasting yg 20/4dah pasti defisit kalori itu mah 👍ttp dikontrol mikronutrien Karbo lemak protein yg kita santap..ga ad 2 Minggu udh turun 2 kg.."",""http://www.youtube.com/channel/UCSRnB71-2BPumkpqB8xEj4Q"",";;
"776,""Ghina 2195 tifah"",""Karna pagi aku beberes rumah, aku suka ngelakuin di malem hari, ini juga lagi proses turunin bb:)"",""UgyiazV5EjZ9JeSAenx4AaABAg.9GWzhXYK6Bk9LOfi_5ARjp"",""Novi Andriani"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgyiazV5EjZ9JeSAenx4AaABAg.9GWzhXYK6Bk9LOfi_5ARjp"",""2021-03-27 09:52:13"",0,""Karna pagi aku beberes rumah, aku suka ngelakuin di malem hari, ini juga lagi proses turunin bb:)"",""http://www.youtube.com/channel/UC1lThLcDdLxAR98fixUj9mw"",";;
"777,""Nurul Anisa"",""Ka buat tnggi bdan 165 berat yg ideal itu brp y dgn tinggi segitu,,, skrng bb q 58,,,tpi aku msih pngin perut q lbih kecil lg"",""UgxOAJet1zX14vXM8gh4AaABAg"","""",6,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgxOAJet1zX14vXM8gh4AaABAg"",""2020-11-26 07:43:03"",4,""Ka buat tnggi bdan 165 berat yg ideal itu brp y dgn tinggi segitu,,, skrng bb q 58,,,tpi aku msih pngin perut q lbih kecil lg"",""http://www.youtube.com/channel/UC9PhcnfsxoV9LVnzU57oLUA"",";;
"778,""Badriyah Bowo"",""Saya TB 167 berat badan 53 kak, lebih ke olahraga work out kalau mau ngecilin bagian bawah"",""UgxOAJet1zX14vXM8gh4AaABAg.9GWzc03TDGQ9Gb-VtW695T"",""Nurul Anisa"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgxOAJet1zX14vXM8gh4AaABAg.9GWzc03TDGQ9Gb-VtW695T"",""2020-11-28 06:27:01"",0,""Saya TB 167 berat badan 53 kak, lebih ke olahraga work out kalau mau ngecilin bagian bawah"",""http://www.youtube.com/channel/UCnFCPJovVERjFFVn1ZH0M7A"",";;
"779,""Dian Ayuning Tias _"",""Sama kak ak juga pengen paha sma lengen sma perut lbih kecil lg"",""UgxOAJet1zX14vXM8gh4AaABAg.9GWzc03TDGQ9GX4cmYEitJ"",""Nurul Anisa"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgxOAJet1zX14vXM8gh4AaABAg.9GWzc03TDGQ9GX4cmYEitJ"",""2020-11-26 08:35:35"",0,""Sama kak ak juga pengen paha sma lengen sma perut lbih kecil lg"",""http://www.youtube.com/channel/UC2USzC10EA67N8Y0VkN1_XQ"",";;
"780,""Dwi"",""Klo mau perut kecil olahraga aja kak. Banyak kok tutorial buat ngecilin perut. Klo mau yg lebih oke bikin otot perut sekalian aja kak."",""UgxOAJet1zX14vXM8gh4AaABAg.9GWzc03TDGQ9GX2F4Wx8mh"",""Nurul Anisa"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgxOAJet1zX14vXM8gh4AaABAg.9GWzc03TDGQ9GX2F4Wx8mh"",""2020-11-26 08:14:44"",0,""Klo mau perut kecil olahraga aja kak. Banyak kok tutorial buat ngecilin perut. Klo mau yg lebih oke bikin otot perut sekalian aja kak."",""http://www.youtube.com/channel/UC6UBp54Wh4ujqXONG_Wf60Q"",";;
"781,""Iis Istiqomah"",""Itu sdh sangat ideal kk,TB 165 BB 58 aq sja pengen BB 60 susah bgt,TB nya sama kyk kk 165"",""UgxOAJet1zX14vXM8gh4AaABAg.9GWzc03TDGQ9GX0bT6W_JI"",""Nurul Anisa"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgxOAJet1zX14vXM8gh4AaABAg.9GWzc03TDGQ9GX0bT6W_JI"",""2020-11-26 08:00:27"",0,""Itu sdh sangat ideal kk,TB 165 BB 58 aq sja pengen BB 60 susah bgt,TB nya sama kyk kk 165"",""http://www.youtube.com/channel/UCwnYvPppUvvUPcIvrtNrEdw"",";;
"782,""Chofifah SM"",""Wahh motivatorku ini mahhh gak pelit bales chatt d DM❤️❤️"",""UgwFkij8WmoG61TnKfV4AaABAg"","""",7,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgwFkij8WmoG61TnKfV4AaABAg"",""2020-11-26 07:39:23"",2,""Wahh motivatorku ini mahhh gak pelit bales chatt d DM❤️❤️"",""http://www.youtube.com/channel/UCBPzU4W0V3SJR_7Q63fRuGA"",";;
"783,""Moza Lisa"",""Mbk mau dong di semangatin bisa japri aq Pgin bgt diet. 085604067518"",""UgwFkij8WmoG61TnKfV4AaABAg.9GWzCCk08J39GfQzaAKnxE"",""Chofifah SM"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgwFkij8WmoG61TnKfV4AaABAg.9GWzCCk08J39GfQzaAKnxE"",""2020-11-29 23:44:06"",0,""Mbk mau dong di semangatin bisa japri aq Pgin bgt diet. 085604067518"",""http://www.youtube.com/channel/UC_LrwCJcVeziz6JUW6agFAw"",";;
"784,""Vind Kipin"",""Haloooo teman onlineku yang sabar nunggu balesan 😍😍😍love you 😘"",""UgwFkij8WmoG61TnKfV4AaABAg.9GWzCCk08J39GX2ztV7t0F"",""Chofifah SM"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgwFkij8WmoG61TnKfV4AaABAg.9GWzCCk08J39GX2ztV7t0F"",""2020-11-26 08:21:15"",0,""Haloooo teman onlineku yang sabar nunggu balesan 😍😍😍love you 😘"",""http://www.youtube.com/channel/UCXcHQPH3mRUTv75BhsDCixg"",";;
"785,""Mazaya"",""Sudah 1 bulan lebih tiap pagi setel ini chanel utk senam seri aerobik yg 7hari. Diulang2 asal rutin tiap hari meski 20 menitan. Alhamdulillh berat badan mulai turun 7kg. Walau juga di barengin juga pola makanan. Semangatt pejuang sehat..... Yukkk"",""UgzEu265LB0mmdG36Ot4AaABAg"","""",29,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgzEu265LB0mmdG36Ot4AaABAg"",""2020-11-26 07:38:48"",3,""Sudah 1 bulan lebih tiap pagi setel ini chanel utk senam seri aerobik yg 7hari. Diulang2 asal rutin tiap hari meski 20 menitan. Alhamdulillh berat badan mulai turun 7kg. Walau juga di barengin juga pola makanan. Semangatt pejuang sehat..... Yukkk"",""http://www.youtube.com/channel/UCnTG36vR3KtccgrHH80N3OA"",";;
"786,""Adinda Cantik"",""Aku mau diet..tp hawanya kok laper mau mkan trs.Trs gmn ini..🤦🤦😥😭"",""UgzEu265LB0mmdG36Ot4AaABAg.9GWz7tQICFN9kvvDveB9pN"",""Mazaya"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgzEu265LB0mmdG36Ot4AaABAg.9GWz7tQICFN9kvvDveB9pN"",""2023-01-15 21:38:08"",0,""Aku mau diet..tp hawanya kok laper mau mkan trs.Trs gmn ini..🤦🤦😥😭"",""http://www.youtube.com/channel/UC-It4FA6KOg71-gU8HDfqTg"",";;
"787,""Nudie 0117"",""Waow bnran sayyy"",""UgzEu265LB0mmdG36Ot4AaABAg.9GWz7tQICFN9Jbc8NUl5fS"",""Mazaya"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgzEu265LB0mmdG36Ot4AaABAg.9GWz7tQICFN9Jbc8NUl5fS"",""2021-02-11 01:47:30"",0,""Waow bnran sayyy"",""http://www.youtube.com/channel/UCGS11yQQAVg8Iuk6DmjMM3Q"",";;
"788,""ferica m. f"",""Wah 7 kg berapa lama kk.. Terua pola makannya gimana..? Share donk kak😊"",""UgzEu265LB0mmdG36Ot4AaABAg.9GWz7tQICFN9Gd6qRiMHnR"",""Mazaya"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgzEu265LB0mmdG36Ot4AaABAg.9GWz7tQICFN9Gd6qRiMHnR"",""2020-11-29 02:09:36"",0,""Wah 7 kg berapa lama kk.. Terua pola makannya gimana..? Share donk kak😊"",""http://www.youtube.com/channel/UCCSkM066wS6gFWAsXCX_GBQ"",";;
"789,""Dewi Utari"",""sy Uda turun 6kg, tp perut msh buncit nih apa Krn sudah umur 45th ya😭"",""Ugyq5cR1u2KeiKutNQt4AaABAg"","""",11,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugyq5cR1u2KeiKutNQt4AaABAg"",""2020-11-26 07:27:59"",2,""sy Uda turun 6kg, tp perut msh buncit nih apa Krn sudah umur 45th ya😭"",""http://www.youtube.com/channel/UC5DQ4oM_Qmi5dKn5daP7FFg"",";;
"790,""Utika Damayanthi"",""Di iringi olah raga. Saya punya instrktur senam dan teman senam. Umurnya sudah 55 dan 61 tahun. Yakin dalan diri pasti bisa..."",""Ugyq5cR1u2KeiKutNQt4AaABAg.9GWxtdjQx7g9O8gqHrNvgH"",""Dewi Utari"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugyq5cR1u2KeiKutNQt4AaABAg.9GWxtdjQx7g9O8gqHrNvgH"",""2021-06-03 18:28:21"",0,""Di iringi olah raga. Saya punya instrktur senam dan teman senam. Umurnya sudah 55 dan 61 tahun. Yakin dalan diri pasti bisa..."",""http://www.youtube.com/channel/UCV0eQjFiWC-fF2jjQgGq-FA"",";;
"791,""yeni rahmi"",""Sama sis...krn metabolisme di usia kt sekarang sdh jauh menurun makanya ssh bgt turun bb klw naik mah gampang...ttp aja diet sis utk hidup sehat InsyaAllah dg kesabaran nanti bs koq mencapai bb ideal..."",""Ugyq5cR1u2KeiKutNQt4AaABAg.9GWxtdjQx7g9HdiUXO8rC6"",""Dewi Utari"",1,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugyq5cR1u2KeiKutNQt4AaABAg.9GWxtdjQx7g9HdiUXO8rC6"",""2020-12-24 04:18:39"",0,""Sama sis...krn metabolisme di usia kt sekarang sdh jauh menurun makanya ssh bgt turun bb klw naik mah gampang...ttp aja diet sis utk hidup sehat InsyaAllah dg kesabaran nanti bs koq mencapai bb ideal..."",""http://www.youtube.com/channel/UC7y8R03jCdsGPu5aLdSHClw"",";;
"792,""Dawiyah Wulandari"",""Huhu bismillah lagii usaha buat diet bb ku 58 semoga bisa turun minimal 50 lah soal nyaa aku pendek jadi bb 58 tuh kayak keliatan bgt gendut nyaa";"( Makasihh kak ngemotivasi aku bgt"",""UgzVTc-YmuUxr17NUYx4AaABAg"","""",4,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgzVTc-YmuUxr17NUYx4AaABAg"",""2020-11-26 07:27:42"",3,""Huhu bismillah lagii usaha buat diet bb ku 58 semoga bisa turun minimal 50 lah soal nyaa aku pendek jadi bb 58 tuh kayak keliatan bgt gendut nyaa";"( Makasihh kak ngemotivasi aku bgt"",""http://www.youtube.com/channel/UCI7D3D1EGfPRbCiiMMhjFmg"","
"793,""Dawiyah Wulandari"",""@jihan sofea 154"",""UgzVTc-YmuUxr17NUYx4AaABAg.9GWxrfM1R5p9GX8v6LjfCM"",""Dawiyah Wulandari"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgzVTc-YmuUxr17NUYx4AaABAg.9GWxrfM1R5p9GX8v6LjfCM"",""2020-11-26 09:13:02"",0,""@jihan sofea 154"",""http://www.youtube.com/channel/UCI7D3D1EGfPRbCiiMMhjFmg"",";;
"794,""Rahma"",""sama banget"",""UgzVTc-YmuUxr17NUYx4AaABAg.9GWxrfM1R5p9GX5LPJCuFJ"",""Dawiyah Wulandari"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgzVTc-YmuUxr17NUYx4AaABAg.9GWxrfM1R5p9GX5LPJCuFJ"",""2020-11-26 08:41:48"",0,""sama banget"",""http://www.youtube.com/channel/UCqmpy4zAZ5FEuESKHqFZr6Q"",";;
"795,""jihan sofea"",""Tinggi bdan kmu berapa 😊"",""UgzVTc-YmuUxr17NUYx4AaABAg.9GWxrfM1R5p9GX344EpnPz"",""Dawiyah Wulandari"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgzVTc-YmuUxr17NUYx4AaABAg.9GWxrfM1R5p9GX344EpnPz"",""2020-11-26 08:21:58"",0,""Tinggi bdan kmu berapa 😊"",""http://www.youtube.com/channel/UCtK6aJJjqLD-Abr2ZnrXU4g"",";;
